Country Name,Worries for monthly expenses,Worries for medical costs,Worries for old age,Worries for educational fees,Worries for monthly expenses - Low income group,Worries for medical costs - Low income group,Worries for old age - Low income group,Worries for educational fees - Low income group,Worries for monthly expenses - High income group,Worries for medical costs - High income group,Worries for old age - High income group,Worries for educational fees - High income group
Bosnia and Herzegovina,-0.0325511280594375,0.5917306901195643,1.274254656582318,3.379217951008539,0.3410563667975115,0.080079256695615,0.6478654674892574,0.8963439590083535,1.509216705286607,-0.2340398843805707,1.893196817679726,2.863295938470307
Brazil,-1.579702284835048,0.5459883886227606,-0.352939846981283,0.4405978224946927,-1.132802799367507,-0.2931462012962627,-1.815457307141419,0.03058134314243888,-1.103808789448403,0.3441471809192294,0.4821047198171671,0.6657867174359238
Bulgaria,-0.1363654714150018,-0.9906002755526448,-0.2946623381722853,2.096925121596386,-2.110733400194159,-0.5028340938761522,-0.7582911845345233,0.1344777080644377,1.841465002716948,-1.521002332497246,0.4125724448557142,2.3776393657407
Burkina Faso,-0.4237404485067096,-0.7373269609694706,-1.358733910593875,-1.83450751522676,0.9527426093823195,0.3111742881241737,0.1069001238398215,-2.199395340863265,-0.601734313166304,-1.551785006087263,-4.015306462226185,-1.830844393310153
Cambodia,-3.578382158211996,-4.081802140564261,-6.052827114653311,-3.175668848650931,-1.333998556023173,-0.9574224697256604,-5.130464575500662,-3.787282369887481,-3.583003175358423,-4.008401705705513,-7.271144627109281,-3.174198174474767
Cameroon,-0.900025920599882,-0.5431497279173043,-1.172725208586559,-2.397598034271952,-1.1832533305843,-0.3555993223947862,0.4782252713726707,-2.482422162405518,-2.15332963747972,-1.321505845237647,-1.846350697790363,-3.129183110051438
Canada,2.235794007970021,1.688021550987331,2.055180742067717,1.72001847182132,2.40528877677326,2.526515979535019,3.217184990224964,3.742724820487088,0.5367580227969135,4.101252329262048,2.107254868520323,1.913474788462596
Chile,2.278110652858626,0.7601123781211854,1.320854811717568,0.6528237104129673,0.3439026395172924,0.9722837075714592,1.402680374618609,1.273864480087915,1.582109061785637,1.144797146147175,2.396613202778694,0.8511660252378963
China,1.974725062024106,0.4445278069383138,2.263681118506912,4.12766921832512,0.3878791955521557,0.6484600637978009,1.616081051359354,1.974390603293978,3.172417783055563,0.9479345792814442,2.366956922592385,3.947956824516225
Colombia,-2.661489778462601,0.527888993628288,-1.052373165832527,-0.9700534193221927,-0.5050162847078723,0.03946876069569227,-3.914754315346824,-2.271858673773657,-1.388138017315077,1.072202171386666,-0.5558317471672987,0.062228002247815
"Congo, Rep.",-2.652966000450576,-3.496382973674526,-1.026780299360013,-3.641069433567178,-4.492442367038485,-3.589817143389521,-1.18954843634488,-3.299548755162505,-3.633366900114737,-2.470509372267998,-1.659364284781336,-2.757290403618498
Costa Rica,-1.163423000819404,-0.5141632627178336,0.5683567745799323,0.08761037432156815,-0.6980023605600945,-0.09964257784637276,-0.2190927512146343,-0.3761568372848121,-0.6819965771396967,-0.9987928346889205,1.146874203899055,0.07621695916326932
Cote d'Ivoire,-0.7918749087927228,0.9062294810400955,0.0193990531613224,-1.258600387451139,-1.636694506762089,-0.8485781674979549,1.087422163894002,-1.847157877064568,-1.132818684254838,0.8913314866301647,-0.8317187966686137,-1.0087589967592
Croatia,4.129913714204436,2.518102304586675,1.725122959261782,4.293208888260639,4.88472545246212,2.018273628952088,2.484393497198685,4.460334358326638,2.794156003771082,1.147210618912332,2.042286717594144,3.089229297595012
Czech Republic,5.773456359312519,0.3115238842790982,1.570836695918967,1.880627156854899,2.349828699618822,-0.6578856884867661,2.295411982857743,4.639935477085931,4.11905744143653,0.6924158055216445,1.933614939037694,2.157161059947322
Dominican Republic,-1.810817870498976,1.023552960959125,1.112128541597125,0.4891853767293848,-0.08970775964962652,0.5536745243948791,0.7587481183447427,-0.1835904261141887,-2.076820710000658,0.6567032838079079,0.6601740645665428,0.6840007944943296
Ecuador,-4.942496063473607,-3.321464446559882,-2.974618357427856,-1.877484792296706,-1.736959370546323,-2.82863972614601,-5.208443104222034,-2.636308841269431,-4.126818411730584,-2.594978034822088,-1.762657592044243,-1.069941317795129
"Egypt, Arab Rep.",-2.507326695496293,-0.08544320255394666,-0.3515615815470126,-1.404978845087571,-1.093617307199278,-0.2507941575353314,0.3567226217077493,-3.576941813591409,-1.990235336309764,0.183310034841373,0.895452121610711,-0.5416454145380536
El Salvador,-3.182329958455279,-0.1296710758844761,1.483007089426197,1.232018427982573,-2.097918103322041,0.2960056256290882,2.166199253468366,3.701046177498468,-2.813481794026433,-1.656124445507967,1.223885684351735,-1.179812195129987
Estonia,12.58829571438638,2.184712417188508,4.406162453852012,3.130105156174485,7.241430353644976,2.379461532075242,4.980390541309635,4.446396651263845,9.660052625015325,2.081115515501089,3.065707100618127,2.513570306343858
France,4.907387923865164,3.927833000230058,1.992595466458568,3.900111408798151,4.924713562391414,1.972495352359411,2.16526133618755,4.149395742484792,4.088095307484005,3.7338650206363,1.87239636350278,3.44977771366956
Gabon,-1.528172615584836,-0.6830603856653292,-0.2020884699189485,-1.485448830367071,-2.42121693937799,-2.061508931790462,0.103231193159651,-2.482052912896846,-1.895965544462916,0.09283341163607339,-0.4361748897590001,-2.39900430651802
Georgia,-5.4736359622793,-0.4950712137934579,-0.2673471720373861,-0.9864750662797692,-0.2529034803955321,-0.2283027807198641,0.1054644495079868,-1.487707946431317,-3.688609418641545,-0.4354236793465489,-1.029749249522346,0.3180053335015245
Germany,2.406638818545773,0.9942643087000534,1.602206856373647,0.5281728664257612,2.804802374167332,0.9853891314548457,1.522195395348738,1.75143767734764,1.982515800536636,1.388320214496496,1.605253663253213,-0.4031525382798569
Ghana,-1.488600770820531,-0.6877704344283635,-1.179100833095332,-2.217833697910166,-1.371542888329711,-0.3057695631706494,-3.051143944602927,-3.120857942167079,-2.06580241800831,-0.5962542254959082,-1.326727539620553,-2.487671558555185
Greece,1.461057225300113,1.065891855938317,-0.5088516005925836,0.09795619087589635,-1.04677581496574,0.5900646060365986,-0.2555532829309772,-0.2994668039368307,2.190548708476875,0.7541690565047876,-0.6317304179142718,0.3226839921110125
Guinea,-1.706632506714604,-1.579769390182207,-2.331850863151979,-3.754321122071221,-1.447653523589544,-0.190459840109626,-2.236023335108212,-4.293024670537864,-2.584156767045114,-2.312133709630578,-3.041055548232951,-3.943736928121512
Honduras,-2.282056340023883,-0.7089495948099596,2.430114420444971,-0.9196797223323605,-1.391313419553859,-0.9557799123799438,2.450885434262964,1.737084121154987,-1.621179174782163,0.1241443238868261,0.4841384469023327,-0.6362139879317805
"Hong Kong SAR, China",1.636443054293887,1.908691822408086,2.184791870207194,2.340027565439526,2.009628456816363,1.556893454770173,2.833030496855455,1.933428548342917,0.4156068367713743,1.373494418801825,2.39385571470395,2.458868085288742
Hungary,7.482046137679406,2.535789202374595,4.915390519622214,-0.4813126074485767,5.975366199137106,1.57230384128226,4.910647983401937,1.978547511001904,4.260201627226792,1.364308496802757,5.05808557439693,-0.2248430756182351
Iceland,3.650821092259707,2.289675366051518,1.833372216178372,1.687999096823916,2.51900191838577,4.048943875459388,3.235126843490263,4.630247489681665,1.107542824243652,3.658689104389891,1.829942686289469,1.975110608113084
India,-2.899281375319414,-0.03402739995010906,0.6752703777728124,-1.706237905755882,-1.596264020517984,-0.9878396425065957,-4.231978206196823,-3.222836081730103,-2.482970702727,0.5694643469552578,1.235197850219505,-0.03992308729417449
Indonesia,-3.693322570812144,0.3314317960980687,-3.753892862567895,-1.325225543236652,-0.5215887467598015,-0.339553588382344,-2.390524217830154,-2.215811092764526,-3.159145499982208,0.2111598850610203,-3.64393421706274,-0.7088816458831833
Iraq,-1.245272547175222,-0.7436331660280366,-0.08829453916460306,-1.500532620927225,-1.476350270578752,-0.3585421923444834,0.6511590758762402,-0.5606229693831368,-1.248160977869304,-1.692828451162079,-0.2223306800360687,-2.050246437668147
Ireland,9.387355017006184,5.631522534123912,3.722506593532325,5.70469362386327,9.01725815540797,6.471262805393229,3.865664787460041,7.434199194346386,7.945487677203083,4.001411014987148,3.890272844631257,4.987899248452245
Israel,2.500862589890627,2.322301476120138,2.163397689936593,1.256070767204337,2.943919944371637,3.716535707487854,2.700230658815144,1.401159632818946,1.855002865877926,3.397957580357561,2.511669436048241,0.04418445299407026
Italy,6.793618140682142,2.131613336482498,2.341171637670612,3.997628129113842,5.938470887905642,0.9323165605184656,2.49244158741043,4.70318104995217,6.861252843907923,2.822130846206361,1.603730051574863,4.116027969018955
Jamaica,-1.689398959117159,1.261071857458421,2.912807133024669,-1.413003812955618,0.7127699080078234,0.3819134133100688,2.568790195774392,0.6096530291573803,-1.505338620962616,-1.227303305377776,3.125775074158412,-2.060750594102783
Japan,0.6645170404746255,-0.00926127245782471,-1.021543240957473,1.477315703996522,1.053956954967787,0.4602079011244063,-0.903860675548138,1.626811180092957,1.797863832760377,0.3005098792302139,-2.24620380098569,1.459999213223304
Jordan,-2.038286198160996,-1.029106914346974,-0.5590928140838374,-2.461143415795062,-1.453896770144151,-0.5237368461270229,-0.7634820107633686,-2.397481446082498,-2.622421996173647,-1.244154184764596,-0.4710741147201106,-2.290960645055439
Kazakhstan,-0.3174236766515821,-0.761167045347712,-0.9406745667473653,-1.06084044084019,-3.521640379428244,-1.049534582261109,0.03100179857046026,-0.3134930617271796,-0.5870796676361003,0.08191591333459414,-0.05618797376372386,-1.581960713210176
Kenya,-1.929238971857945,-1.073555675599118,-1.373354642758468,0.01396229624029099,-0.8429031325998046,-0.4312279305045299,-0.6078533977564433,-1.122059024129183,-1.325384400740191,-0.2806792680255275,-1.332774031136626,0.04156488818539872
"Korea, Rep.",0.9949245312819688,1.433930118006382,-0.1575617793656245,0.3531996882401216,1.371843698614591,0.8254442477240738,0.4012542710716051,0.7606494982448875,0.23331817008025,0.1385597760630572,-0.4133646347704568,-0.8131927225054967
Kosovo,-0.5658178632689963,1.023548570905775,0.6937067749198715,0.4781142301620145,-0.03783348217508342,0.4323239839980837,0.07489493610764697,-0.9458721995681976,-0.5007572587610856,0.9623811144542587,1.520306548826381,1.0852302676492
Kyrgyz Republic,-0.7073567943862011,-1.747889062351282,0.5846050554005879,-0.07948724092146708,0.03635511908878897,-1.536687762314151,0.5855733061221571,-0.8058962557231453,-0.5167839739683879,-0.9887806749769439,1.509814543836656,-0.2920262361665826
Lao PDR,-1.543198997583159,-1.522690563784138,-1.396305537905813,-0.7949956293262614,-2.650244030007366,-2.106606778508323,-0.1899951011221148,-0.6258094935393457,-2.097474458716311,-0.3609423911743646,-2.851030304770986,-0.5004888341865148
Latvia,5.960989972614549,0.607873428049396,2.542110681077265,-0.8165894960858795,2.509143497599521,-0.3121444874294719,4.065192296472031,0.4288358172813664,4.319953448896225,1.131577680064508,2.736268602625135,-0.8988988565775529
Lebanon,-7.761103722419953,-6.231390458952447,-7.329522012710827,-4.344580906032887,-6.596737898951872,-6.086788674177129,-10.02837190105582,-5.360555999476293,-5.190561822933585,-4.136747132361901,-4.444234695883317,-3.756624471401548
Liberia,-3.10199168883603,-2.357990523682563,-4.817068138769099,-4.145754061673935,-1.315386142518101,-0.448438399011867,-3.936658939297518,-4.238934683485933,-3.099574138655719,-2.781532751973666,-5.345293569788044,-4.526528090439471
Malawi,-5.891461622127522,-6.241509406001816,-8.06039176531839,-4.918495347497547,-1.450644729213993,-3.44934124344429,-8.2897421526525,-5.602744129256044,-4.619126156890404,-4.906106280551784,-8.426003367925249,-4.800721678843544
Malaysia,0.6192986777578504,0.5212898754968491,-0.1935993221737693,-0.2739903410095827,-0.4539367802068099,-0.3164828603591392,-1.708426069584994,1.37407682564644,0.4059531171763098,0.5811329555496023,0.6001931656366146,-0.8299153877333865
Mali,-5.113487737079977,-3.265198963007597,-7.198866896002976,-3.035960241137838,-1.692785547266546,-1.293636331988608,-5.973962712141281,-3.666451722249013,-3.858242633011246,-3.545493969787611,-7.870457315057181,-2.786815066185207
Malta,4.208227465272726,1.129306620301398,2.300451636182108,4.06424606532802,3.46814685009719,1.033279912941707,2.154778844091548,2.990894632692518,3.837131455068302,1.480469095746779,2.154561770979949,3.75557444112186
Mauritius,0.1463828103885536,2.345738834931486,0.7541875400154512,-0.0300753442557582,-0.5181914246936632,-0.3769618117416478,0.6805517630879101,-0.7708206473845978,0.4844717380822958,1.25177677116289,1.162954683179672,0.03434327282930205
Moldova,-1.154353727339734,1.12132620584923,1.352766216285515,1.746878669255416,0.5368087507738961,1.11813700990244,1.01925926024905,0.6050011492912306,-0.6592422132313187,0.7109331633779457,1.211607858497567,2.01204201935876
Mongolia,-2.033792795580283,-2.923543480714629,-2.44186765518486,-1.284507128835433,-1.16623147404636,-3.600856473956958,-2.71052769995465,-1.135025765205464,-1.33322413811001,-2.898426012830859,-1.838242302745105,-0.9803541233981177
Morocco,-0.9292471023830708,0.3133917646352301,1.727907151273073,-1.267647296481099,-0.09354391006925344,0.895080031094978,1.403339304164139,-1.67927806897954,-2.078972644560811,0.1920916857304991,1.496988608368177,-0.7307864587945231
Mozambique,-4.162478621689768,-1.141946539551615,-2.439400081155656,-2.923169064255696,-2.560535726026156,-2.441334250374958,-1.232631695098378,-2.992663134960699,-3.453312056081943,0.0349179058616933,-3.94440319023175,-2.083072964099622
Myanmar,-5.878634508237184,-4.900752806909477,-7.523637491748573,-5.762010767432489,-6.604554580881988,-5.210016344812537,-7.850759944766937,-4.023144214409175,-6.476658218926477,-5.172222314343077,-7.930833839357781,-5.449278630884248
Namibia,-2.298130073646112,0.2302548239826483,0.6715003535642649,-2.196497871534958,-1.453895284948369,-0.184024052112126,-0.1701090912888822,-2.319123244601943,-2.019017969757523,-0.6390232630996968,0.2560367597017063,-1.058773024447652
Nepal,-1.179344044096815,-1.682461162578248,0.03033306070762221,-1.508885070931147,-1.398120875862566,-0.593142917782012,-1.576884222414479,-1.889049099576577,-2.044557697569934,-1.334787424132346,0.277908746866216,-2.052947666114998
Netherlands,11.45864334119788,4.353727981960205,2.680257561454178,2.237996638000991,6.214983610860344,3.052772925519573,3.164593559269373,5.134263825356729,8.460221239479583,4.924677053574303,1.740648270100729,3.257660688551055
New Zealand,7.811728550216046,2.313376786016864,2.012373144871265,3.377164968892921,4.086147160546945,2.170370028662624,2.660672289249603,4.584344833205109,5.654696212780006,2.096343626228824,2.281584848656334,3.389091217276047
Nicaragua,-0.8580201441285062,-0.2532524634455449,1.545291152246516,0.3058042647242303,-1.405553223021114,-0.3358825634929961,0.9291310941817663,1.75902583273106,-0.5087994632615924,-0.3298622159432796,2.572486299616239,0.0105208467837441
Nigeria,-3.350730051156523,-0.02147260001382381,-0.6424652047231583,-2.863240794394088,-0.5386027006712859,0.4193811576906127,0.006366084821046281,-2.810995194911052,-3.409322057326496,0.1868510952639051,-1.51593723139342,-2.126306883160878
North Macedonia,-1.832620205526395,-1.278341552053332,-0.7347440721105489,-0.8416950237831322,-2.439778811895032,-1.35904417803309,-1.215318052367995,-1.194490683189657,-1.402454699458904,-2.321191823048711,0.6411376125317236,0.2354285349383085
Pakistan,-6.278556603994854,-2.126059583156799,-3.18498168884196,-3.490688448847521,-5.955685631779339,-3.424184512602308,-3.054884790831931,-2.088202518506652,-2.430153741855086,-2.016809166037955,-2.424184148453911,-2.219608373722913
Panama,1.36137332469507,4.275247177863837,6.869730612516619,4.842043572948219,3.136050344406084,5.614164995137195,6.704182831742148,4.956239307528569,0.3845806525335548,1.336422833597581,7.235407178342842,3.649682657008468
Paraguay,-3.606398969448671,-0.9463151247900443,0.8292988468966209,-1.403435431388738,-3.62954934317955,-2.175932140646351,0.7048828707836101,1.745809799049108,-2.578383561833698,-0.3517755481216351,0.3171495293403979,-1.725832438776001
Peru,-2.750349325208914,0.4533027949471364,-0.7788629543958772,0.05661797801751156,0.7527140853808376,0.863274790645189,0.5336025473438628,-0.9682381782799707,-0.8918184452275906,0.7657990957159662,-1.763594770766949,1.012896598309925
Philippines,-3.325314257479423,-0.7745066607065529,-4.168956946528102,-1.642597785425039,-0.7068701797638979,-1.022567166064223,-3.697053893705849,-2.733052389899794,-2.008408891120889,-0.616358436965692,-4.11236858744384,-1.550571936634582
Poland,2.178107402621992,-0.05954526020878692,-0.3733414472798073,-0.09646234238721796,-1.35408292008106,0.4401226272448318,0.1152947845923971,0.07142620742001649,2.384744529430739,0.3375079143539841,0.1693772385336585,-0.5323052717135983
Portugal,1.141838542733446,-0.2039132804948149,0.5586361196907359,-0.7024489292538361,0.9180655848378585,0.4352837434352157,1.14850424184043,0.7103516787645923,1.011582215080493,-0.7065026084805179,0.7847388772033721,-0.2387926256353881
Romania,-1.655615238583793,-1.564847434287895,0.3123946036625898,-0.8523920265443499,-2.160371407426956,-0.9792764964977243,-0.7597357258246116,-1.029348594229747,-0.871246390593039,-1.528919871328004,1.526494863788819,-0.5419177620327567
Russian Federation,0.0594116449465405,0.5996009914102317,-0.4821047992776564,2.318564654431973,-3.214923678675457,-0.2591569651955443,-0.7289031258669764,0.2173524070804715,0.4931144571821839,0.3461921823906176,0.2425322934798269,2.565651995139479
Saudi Arabia,1.466936361344936,-2.36399214150451,0.5031055204825896,2.600269948126331,0.007833070917428575,-1.333032169633785,0.1097412698358609,1.000136036297336,1.17183111512723,-0.8360898464732847,0.8451352715530053,2.38284148958686
Senegal,-2.76817616438225,0.221687254890601,-1.062943310066753,-1.907238792180921,-0.81330268256223,-0.30947587300113,-0.4074446473030635,-2.978840284388765,-0.9133177326829607,0.3887543736947743,-2.702026354119055,-1.988576591270281
Serbia,2.402853740540915,1.625450362074829,1.252839142483249,2.699601669847795,2.102766159630046,1.269960819418692,1.808689200130944,2.216451286762429,3.419615568426534,1.571977328909649,1.986283147902036,2.769203209846778
Sierra Leone,-3.931770408611552,-3.503109946950808,-2.186779062437937,-3.708241874372091,-2.786073831778177,-0.9178525235574213,-2.2101707475949,-3.872864800314462,-3.357989347479315,-3.508683552281369,-3.086675688858718,-4.330417332750127
Singapore,1.681923516389068,0.4307363501383028,-0.03899075477365344,0.08862032639583539,-0.4195149504612088,0.3209028598665338,0.4108011564704048,0.565902271507932,0.7030182358925838,0.3219124084405554,0.2788314435314643,-0.07211052754665204
Slovak Republic,2.753456757638906,-1.083247105096508,-0.4972038916028722,1.869232748813522,-1.923553868782144,-0.1653087383479701,-0.7831030419084017,1.600620477320145,2.70582068601831,-0.8210817330857942,-0.0996986832553568,1.921275298920962
Slovenia,4.451355462438892,0.813647274398396,1.315113205633924,4.316769266876252,3.051246599521461,1.120293348934924,0.8425653191768339,4.309180578308543,4.982562796872283,1.754271738779954,1.910055903540262,4.308418340062938
South Africa,-0.6620909124594108,0.6020945929535575,1.114247362335871,0.5878148061179369,-0.8850539488611258,0.1894901648148739,0.7964586838471273,0.4395804891142288,-0.3786180158105692,0.5793872181540256,1.61340564073965,0.5836481876691373
Spain,2.564372929345368,2.275990236225676,1.432091277593482,3.913795035116563,3.687938589734884,1.418498633844206,1.774607061696578,6.327955255228346,2.546514183051265,1.999595292526742,1.400341750015297,3.818798906734392
Sri Lanka,-1.699725226467585,0.08075317213242728,0.460296997989718,-0.8701041196265653,-1.294211320225366,-0.9936939793223307,-1.233992489651075,-1.900062648933275,-2.266110581420802,-0.9567622966548268,0.5697580077425963,-0.110336086817536
Switzerland,3.559830535858842,3.126236261968638,0.8177587927165944,1.782523634907993,4.103927552590861,2.469253173471737,1.523952746820672,3.049668618686427,2.413056464053347,2.473797526789497,0.8430627049012008,1.157747409327653
Tajikistan,-3.160238418151598,-0.1710312586196525,2.342514200528554,0.3957729478043257,-1.515923727785376,0.8128369615810294,2.714338223941228,1.234620918256177,-2.398789809679059,-1.332061137537366,3.126187466022015,-1.168643984673081
Tanzania,-1.825706535212724,0.6716113417501317,-0.3490128375048993,-1.245896054900209,-2.078421969168826,-0.7637714456206135,0.6554486782616538,-1.676099213154802,-1.144530196382743,0.9913422009819683,-2.13708581916608,-1.062556744695407
Thailand,-0.3714217716677553,2.031581599984717,-0.04215994426050851,0.916089424640741,-2.043666925879776,-0.4062451409228145,-0.3843074670053224,-0.4541622152947684,0.8637274509120192,1.278080154347161,1.020853848382129,1.658087811637732
Togo,-1.097997889576309,-0.6855657575975864,-0.9144879123035343,-1.927959228068414,-0.7622134392845226,-0.7969943024838857,-0.3631234558113814,-2.504381628805115,-0.8654344312469853,-0.7378346718354916,-1.674491466343489,-2.711965180825902
Tunisia,-1.248934570139366,-1.225001382467565,0.8763835277745267,-1.570600456479936,-1.483747344196614,-0.7755684075081954,0.1645836834399845,-2.005264582736216,-0.3225079139923217,-1.462892061490906,0.6153188971127015,-1.627815904131207
Uganda,-0.7800254262702646,-1.107125415875892,-2.592387917994503,-2.010232525792611,-1.527384663409264,-0.7249708318747761,-1.107705628338608,-1.701304933165995,-1.324881066602943,-1.057314557547786,-2.433905898736192,-2.193583691983935
Ukraine,-1.326525895857232,-2.367654111915103,-1.554435707452051,-0.006744119158761608,-1.678220624739304,-2.61481901517056,-3.765817582471144,-0.2523100252186548,-1.262341184898219,-1.631097190732413,-0.565989586448587,-0.05999621960305257
United Kingdom,9.251927903519503,5.798828757610774,1.793504884525701,1.146863548354403,8.631212131607771,4.483904992451123,2.272633132945479,2.537813419528495,7.077479460688963,5.089891672230582,1.469079530992758,0.674204689769355
United States,1.682712229565271,0.9140515275666558,2.03700031248787,1.99190112510077,1.541169776752117,1.118505824638683,1.899457303592823,2.107674377933687,1.435189788792143,2.064321584440377,1.951284888039019,2.431803163011926
Uruguay,-1.274972883566893,-1.383268061574286,0.8491788917762302,1.854815641767932,-1.557313763515594,-0.5971083317863473,-0.2863619695051598,0.3347835489458222,-0.2492041047891167,-0.4603294355321363,1.076128213237912,2.263500744442938
Uzbekistan,2.952857682814107,3.943436599249152,3.904079474768938,6.091831206558144,3.612463711776857,3.916627709953518,5.664836384432285,4.253408983746671,2.545833500233524,3.008490756898234,3.984331340912982,4.807735966792375
West Bank and Gaza,-0.6667690425833737,-0.5071617567299018,2.231473768928088,-0.2663952637413232,-0.8923142200349155,0.03197341871142223,0.6349291230321743,-1.126732438567948,-0.08117424994795286,-0.05042951099395854,3.705170290665076,-0.1100557530955015
Zambia,-2.18090550387253,-1.128584227157607,-4.720787823758089,-3.195313219319921,-1.225154332187012,-1.793971593998704,-5.761426492702107,-4.458356678030627,-1.329607513479203,-0.7500367759727471,-4.29434924660219,-3.215053028381195
Zimbabwe,-3.229345090970215,0.247666336691406,-3.315229419480355,-2.17156533661478,-0.08859483475995766,0.4308388904352225,-1.278678561761305,-2.763445273264023,-1.496619342792474,-0.5804966913936331,-5.448101356536632,-1.8997305862131
